Latitud,Longitud,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39533,-98.32496,
19.39533,-98.32496,
19.39533,-98.32496,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32498,
19.39533,-98.32498,
19.39533,-98.32498,
19.39533,-98.32498,
19.39533,-98.32498,
19.39533,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32497,
19.39532,-98.32497,
19.39532,-98.32497,
19.39532,-98.32497,
19.39532,-98.32497,
19.39532,-98.32497,
19.39532,-98.32497,
19.39532,-98.32497,
19.39532,-98.32497,
19.39532,-98.32497,
19.39532,-98.32497,
19.39532,-98.32497,
19.39532,-98.32497,
19.39532,-98.32497,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39533,-98.32496,
19.39533,-98.32496,
19.39533,-98.32496,
19.39533,-98.32496,
19.39533,-98.32496,
19.39533,-98.32496,
19.39533,-98.32496,
19.39533,-98.32496,
19.39533,-98.32496,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32497,
19.39534,-98.32497,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32498,
19.39533,-98.32498,
19.39533,-98.32498,
19.39533,-98.32498,
19.39533,-98.32498,
19.39533,-98.32498,
19.39533,-98.32498,
19.39533,-98.32498,
19.39533,-98.32498,
19.39533,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39531,-98.32498,
19.39531,-98.32498,
19.39531,-98.32498,
19.39531,-98.32498,
19.39531,-98.32498,
19.39531,-98.32498,
19.39531,-98.32497,
19.39531,-98.32497,
19.39531,-98.32497,
19.39531,-98.32497,
19.39531,-98.32497,
19.39531,-98.32497,
19.39531,-98.32497,
19.39531,-98.32497,
19.39531,-98.32496,
19.39531,-98.32496,
19.39531,-98.32496,
19.39531,-98.32496,
19.39531,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39533,-98.32496,
19.39533,-98.32496,
19.39533,-98.32496,
19.39533,-98.32496,
19.39533,-98.32496,
19.39533,-98.32496,
19.39533,-98.32496,
19.39533,-98.32496,
19.39533,-98.32496,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32497,
19.39533,-98.32498,
19.39533,-98.32498,
19.39533,-98.32498,
19.39533,-98.32498,
19.39533,-98.32498,
19.39533,-98.32498,
19.39533,-98.32498,
19.39533,-98.32498,
19.39533,-98.32498,
19.39533,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39532,-98.32498,
19.39531,-98.32498,
19.39531,-98.32498,
19.39531,-98.32498,
19.39531,-98.32498,
19.39531,-98.32498,
19.39531,-98.32498,
19.39531,-98.32497,
19.39531,-98.32497,
19.39531,-98.32497,
19.39531,-98.32497,
19.39531,-98.32497,
19.39531,-98.32497,
19.39531,-98.32497,
19.39531,-98.32497,
19.39531,-98.32496,
19.39531,-98.32496,
19.39531,-98.32496,
19.39531,-98.32496,
19.39531,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.39532,-98.32496,
19.40356,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40356,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40356,-98.32342,
19.40355,-98.32342,
19.40355,-98.32341,
19.40355,-98.32342,
19.40356,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40356,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40356,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40356,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40356,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40356,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40356,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40356,-98.32341,
19.40355,-98.32341,
19.40355,-98.3234,
19.40355,-98.32341,
19.40356,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40356,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40356,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40356,-98.3234,
19.40355,-98.3234,
19.40356,-98.3234,
19.40355,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.32341,
19.40356,-98.32341,
19.40356,-98.32341,
19.40356,-98.32341,
19.40356,-98.32341,
19.40356,-98.32341,
19.40356,-98.32341,
19.40356,-98.32341,
19.40356,-98.32341,
19.40356,-98.32341,
19.40356,-98.32341,
19.40356,-98.32341,
19.40356,-98.32341,
19.40356,-98.32341,
19.40356,-98.32341,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40355,-98.32341,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40357,-98.3234,
19.40357,-98.3234,
19.40357,-98.3234,
19.40357,-98.32341,
19.40357,-98.32341,
19.40357,-98.32341,
19.40357,-98.32341,
19.40357,-98.32341,
19.40357,-98.32341,
19.40357,-98.32341,
19.40357,-98.32341,
19.40357,-98.32342,
19.40357,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40354,-98.32342,
19.40354,-98.32342,
19.40354,-98.32341,
19.40354,-98.32341,
19.40354,-98.32341,
19.40354,-98.32341,
19.40354,-98.32341,
19.40354,-98.32341,
19.40354,-98.32341,
19.40354,-98.32341,
19.40354,-98.3234,
19.40354,-98.3234,
19.40354,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40356,-98.3234,
19.40357,-98.3234,
19.40357,-98.3234,
19.40357,-98.32341,
19.40357,-98.32341,
19.40357,-98.32341,
19.40357,-98.32341,
19.40357,-98.32341,
19.40357,-98.32341,
19.40357,-98.32341,
19.40357,-98.32341,
19.40357,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40356,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40355,-98.32342,
19.40354,-98.32342,
19.40354,-98.32341,
19.40354,-98.32341,
19.40354,-98.32341,
19.40354,-98.32341,
19.40354,-98.32341,
19.40354,-98.32341,
19.40354,-98.32341,
19.40354,-98.32341,
19.40354,-98.3234,
19.40354,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40355,-98.3234,
19.40356,-98.3234,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41165,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41165,-98.32183,
19.41164,-98.32184,
19.41164,-98.32183,
19.41164,-98.32184,
19.41165,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41165,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41165,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41165,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41165,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41165,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41165,-98.32183,
19.41164,-98.32183,
19.41164,-98.32182,
19.41164,-98.32183,
19.41165,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41165,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41165,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41165,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32184,
19.41165,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41164,-98.32183,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41166,-98.32183,
19.41166,-98.32183,
19.41166,-98.32183,
19.41166,-98.32183,
19.41166,-98.32183,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32184,
19.41165,-98.32184,
19.41165,-98.32184,
19.41165,-98.32184,
19.41165,-98.32184,
19.41165,-98.32184,
19.41165,-98.32184,
19.41165,-98.32184,
19.41165,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41163,-98.32184,
19.41163,-98.32184,
19.41163,-98.32184,
19.41163,-98.32184,
19.41163,-98.32184,
19.41163,-98.32183,
19.41163,-98.32183,
19.41163,-98.32183,
19.41163,-98.32183,
19.41163,-98.32183,
19.41163,-98.32183,
19.41163,-98.32183,
19.41163,-98.32182,
19.41163,-98.32182,
19.41163,-98.32182,
19.41163,-98.32182,
19.41163,-98.32182,
19.41163,-98.32182,
19.41163,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32182,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32183,
19.41165,-98.32184,
19.41165,-98.32184,
19.41165,-98.32184,
19.41165,-98.32184,
19.41165,-98.32184,
19.41165,-98.32184,
19.41165,-98.32184,
19.41165,-98.32184,
19.41165,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41164,-98.32184,
19.41163,-98.32184,
19.41163,-98.32184,
19.41163,-98.32184,
19.41163,-98.32183,
19.41163,-98.32183,
19.41163,-98.32183,
19.41163,-98.32183,
19.41163,-98.32183,
19.41163,-98.32183,
19.41163,-98.32183,
19.41163,-98.32183,
19.41163,-98.32183,
19.41163,-98.32182,
19.41163,-98.32182,
19.41163,-98.32182,
19.41163,-98.32182,
19.41163,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41164,-98.32182,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41622,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41623,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41623,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41623,-98.33007,
19.41622,-98.33007,
19.41622,-98.33006,
19.41622,-98.33007,
19.41624,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41624,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41624,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41623,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41623,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41623,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41623,-98.33006,
19.41622,-98.33006,
19.41623,-98.33006,
19.41622,-98.33006,
19.41623,-98.33006,
19.41623,-98.33006,
19.41623,-98.33005,
19.41623,-98.33006,
19.41623,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.41623,-98.33006,
19.41623,-98.33006,
19.41623,-98.33006,
19.41623,-98.33006,
19.41623,-98.33006,
19.41623,-98.33006,
19.41623,-98.33006,
19.41623,-98.33006,
19.41623,-98.33006,
19.41623,-98.33006,
19.41624,-98.33006,
19.41624,-98.33006,
19.41624,-98.33006,
19.41624,-98.33006,
19.41624,-98.33006,
19.41624,-98.33006,
19.41624,-98.33006,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41623,-98.33006,
19.41623,-98.33006,
19.41623,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.41624,-98.33005,
19.41624,-98.33005,
19.41624,-98.33005,
19.41624,-98.33005,
19.41624,-98.33005,
19.41624,-98.33006,
19.41624,-98.33006,
19.41624,-98.33006,
19.41624,-98.33006,
19.41624,-98.33006,
19.41624,-98.33006,
19.41624,-98.33006,
19.41624,-98.33007,
19.41624,-98.33007,
19.41624,-98.33007,
19.41624,-98.33007,
19.41624,-98.33007,
19.41624,-98.33007,
19.41624,-98.33007,
19.41624,-98.33007,
19.41624,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33008,
19.41623,-98.33008,
19.41623,-98.33008,
19.41623,-98.33008,
19.41623,-98.33008,
19.41623,-98.33008,
19.41622,-98.33008,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33005,
19.41622,-98.33005,
19.41622,-98.33005,
19.41622,-98.33005,
19.41622,-98.33005,
19.41622,-98.33005,
19.41622,-98.33005,
19.41622,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.41624,-98.33005,
19.41624,-98.33005,
19.41624,-98.33005,
19.41624,-98.33006,
19.41624,-98.33006,
19.41624,-98.33006,
19.41624,-98.33006,
19.41624,-98.33006,
19.41624,-98.33006,
19.41624,-98.33006,
19.41624,-98.33006,
19.41624,-98.33006,
19.41624,-98.33007,
19.41624,-98.33007,
19.41624,-98.33007,
19.41624,-98.33007,
19.41624,-98.33007,
19.41624,-98.33007,
19.41624,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41623,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33007,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33006,
19.41622,-98.33005,
19.41622,-98.33005,
19.41622,-98.33005,
19.41622,-98.33005,
19.41622,-98.33005,
19.41622,-98.33005,
19.41622,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.41623,-98.33005,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.4243,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.4243,-98.32961,
19.4243,-98.3296,
19.4243,-98.32961,
19.42432,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.42432,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.42432,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.42432,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.42432,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.42432,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.42432,-98.3296,
19.4243,-98.3296,
19.4243,-98.32959,
19.4243,-98.3296,
19.42431,-98.32959,
19.4243,-98.32959,
19.42431,-98.32959,
19.4243,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42432,-98.3296,
19.42432,-98.3296,
19.42432,-98.3296,
19.42432,-98.3296,
19.42432,-98.3296,
19.42432,-98.3296,
19.42432,-98.3296,
19.42432,-98.3296,
19.42432,-98.3296,
19.42432,-98.3296,
19.42432,-98.3296,
19.42432,-98.3296,
19.42432,-98.3296,
19.42432,-98.3296,
19.42432,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.4243,-98.32961,
19.4243,-98.32961,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42432,-98.32959,
19.42432,-98.32959,
19.42432,-98.32959,
19.42432,-98.32959,
19.42432,-98.32959,
19.42432,-98.32959,
19.42432,-98.32959,
19.42432,-98.3296,
19.42432,-98.3296,
19.42432,-98.3296,
19.42432,-98.3296,
19.42432,-98.3296,
19.42432,-98.3296,
19.42432,-98.3296,
19.42432,-98.3296,
19.42432,-98.32961,
19.42432,-98.32961,
19.42432,-98.32961,
19.42432,-98.32961,
19.42432,-98.32961,
19.42432,-98.32961,
19.42432,-98.32961,
19.42432,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.42431,-98.32961,
19.4243,-98.32961,
19.4243,-98.32961,
19.4243,-98.32961,
19.4243,-98.32961,
19.4243,-98.32961,
19.4243,-98.32961,
19.4243,-98.32961,
19.4243,-98.32961,
19.4243,-98.32961,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.3296,
19.4243,-98.32959,
19.4243,-98.32959,
19.4243,-98.32959,
19.4243,-98.32959,
19.4243,-98.32959,
19.4243,-98.32959,
19.4243,-98.32959,
19.4243,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42431,-98.32959,
19.42432,-98.32959,
19.42432,-98.32959,
19.42432,-98.32959,
19.42432,-98.32959,
19.42432,-98.32959,
19.42432,-98.32959,
19.42432,-98.32959,
19.42432,-98.3296,
19.42432,-98.3296,
19.42432,-98.3296,
19.42432,-98.3296,
